Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,268626,134400,4.09,2.05
1,64,218636,109247,13.34,6.66
1,256,302254,151038,73.79,36.87
1,512,259304,129740,126.61,63.34
1,1024,211962,105895,206.99,103.41
2,16,212962,87550,3.24,1.33
2,64,279826,139816,17.07,8.53
2,256,213870,106999,52.21,26.12
2,512,220716,110460,107.77,53.93
2,1024,250961,126150,245.07,123.19
3,16,216769,107097,3.30,1.63
3,64,208852,104303,12.74,6.36
3,256,190600,95384,46.53,23.28
3,512,275547,137784,134.54,67.27
3,1024,268963,135204,262.65,132.03
