Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,364822,182387,5.56,2.78
1,64,331414,165720,20.22,10.11
1,256,327970,163911,80.07,40.01
1,512,259302,129514,126.61,63.23
1,1024,334614,167403,326.77,163.47
2,16,320394,160185,4.88,2.44
2,64,321476,160777,19.62,9.81
2,256,336948,168676,82.26,41.18
2,512,331434,165582,161.83,80.85
2,1024,289466,144613,282.68,141.22
3,16,334143,166974,5.09,2.54
3,64,330244,165325,20.15,10.09
3,256,255772,127882,62.44,31.22
3,512,332518,166249,162.36,81.17
3,1024,327702,163545,320.02,159.71
