Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,354770,179804,5.41,2.74
1,64,358832,196177,21.90,11.97
1,256,352774,179550,86.12,43.83
1,512,294244,146729,143.67,71.64
1,1024,240544,120656,234.90,117.82
2,16,305812,153054,4.66,2.33
2,64,342638,171717,20.91,10.48
2,256,352726,181025,86.11,44.19
2,512,290360,143162,141.77,69.90
2,1024,239886,119883,234.26,117.07
3,16,356310,182107,5.43,2.77
3,64,347104,174199,21.18,10.63
3,256,355134,183802,86.70,44.87
3,512,306340,152854,149.58,74.63
3,1024,240658,120078,235.01,117.26
