Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,324700,162339,4.95,2.47
1,64,342954,171485,20.93,10.46
1,256,332096,166016,81.07,40.53
1,512,326498,163270,159.42,79.72
1,1024,329370,164806,321.65,160.94
2,16,355052,177564,5.41,2.70
2,64,319550,159713,19.50,9.74
2,256,338998,169536,82.76,41.39
2,512,335452,167707,163.79,81.88
2,1024,339336,169470,331.38,165.49
3,16,348322,174154,5.31,2.65
3,64,330810,165412,20.19,10.09
3,256,286426,143244,69.92,34.97
3,512,336012,167778,164.06,81.92
3,1024,322316,161027,314.76,157.25
