Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,339148,169580,5.17,2.58
1,64,317106,158506,19.35,9.67
1,256,323612,161669,79.00,39.46
1,512,334970,167474,163.55,81.77
1,1024,321202,160513,313.67,156.75
2,16,335478,167624,5.11,2.55
2,64,361908,181081,22.08,11.05
2,256,326046,163274,79.60,39.86
2,512,325750,162915,159.05,79.54
2,1024,331742,166064,323.96,162.17
3,16,342120,171339,5.22,2.61
3,64,347514,173061,21.21,10.56
3,256,340996,170467,83.25,41.61
3,512,325088,162435,158.73,79.31
3,1024,321720,160860,314.17,157.08
