Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,358106,179047,5.46,2.73
1,64,320722,160359,19.57,9.78
1,256,308348,154299,75.28,37.67
1,512,299778,150007,146.37,73.24
1,1024,333598,166886,325.77,162.97
2,16,331884,165932,5.06,2.53
2,64,326264,162638,19.91,9.92
2,256,337654,168810,82.43,41.21
2,512,337248,168118,164.67,82.08
2,1024,320524,160320,313.01,156.56
3,16,347372,174498,5.30,2.66
3,64,340098,169940,20.75,10.37
3,256,318102,158915,77.66,38.79
3,512,324940,162435,158.66,79.31
3,1024,333836,166901,326.01,162.98
