Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,352126,176044,5.37,2.68
1,64,287564,144152,17.55,8.79
1,256,327816,164528,80.03,40.16
1,512,340544,170590,166.28,83.29
1,1024,266270,132658,260.02,129.54
2,16,346460,183406,5.28,2.79
2,64,307942,166148,18.79,10.14
2,256,305156,162998,74.50,39.79
2,512,349880,176078,170.83,85.97
2,1024,282740,140856,276.11,137.55
3,16,349108,174645,5.32,2.66
3,64,362370,196607,22.11,11.99
3,256,338074,168727,82.53,41.19
3,512,339644,169480,165.84,82.75
3,1024,283550,142373,276.90,139.03
