Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,335498,167752,5.11,2.55
1,64,331202,165537,20.21,10.10
1,256,340680,170525,83.17,41.63
1,512,352700,175455,172.21,85.67
1,1024,316334,158316,308.91,154.60
2,16,351898,175882,5.36,2.68
2,64,342294,170189,20.89,10.38
2,256,261514,130680,63.84,31.90
2,512,342770,170922,167.36,83.45
2,1024,294936,147249,288.02,143.79
3,16,327700,163966,5.00,2.50
3,64,329812,164993,20.13,10.07
3,256,332502,166455,81.17,40.63
3,512,324868,164020,158.62,80.08
3,1024,326810,162918,319.15,159.09
