Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,341160,170602,5.20,2.60
1,64,333512,166702,20.35,10.17
1,256,305948,153014,74.69,37.35
1,512,299314,149359,146.14,72.92
1,1024,322764,161206,315.19,157.42
2,16,327716,163833,5.00,2.49
2,64,302898,151233,18.48,9.23
2,256,304454,152331,74.32,37.19
2,512,269270,134600,131.47,65.72
2,1024,310082,154607,302.81,150.98
3,16,264390,132081,4.03,2.01
3,64,352874,176466,21.53,10.77
3,256,336568,168240,82.16,41.07
3,512,270866,135417,132.25,66.12
3,1024,300542,150364,293.49,146.83
