Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,212260,106056,3.23,1.61
1,64,291346,145203,17.78,8.86
1,256,250672,125073,61.19,30.53
1,512,209852,104389,102.46,50.97
1,1024,263296,130523,257.12,127.46
2,16,253434,126722,3.86,1.93
2,64,201660,100839,12.30,6.15
2,256,247184,123612,60.34,30.17
2,512,209184,104698,102.14,51.12
2,1024,218070,109717,212.95,107.14
3,16,230066,115159,3.51,1.75
3,64,299482,149731,18.27,9.13
3,256,260286,130142,63.54,31.77
3,512,272730,135932,133.16,66.37
3,1024,256090,129764,250.08,126.72
