Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,312079,154526,4.76,2.35
1,64,293762,146551,17.92,8.94
1,256,320558,160276,78.26,39.12
1,512,313494,156674,153.07,76.50
1,1024,293632,146796,286.75,143.35
2,16,337126,168606,5.14,2.57
2,64,316828,158590,19.33,9.67
2,256,331006,165239,80.81,40.34
2,512,294920,147325,144.00,71.93
2,1024,313474,156861,306.12,153.18
3,16,332286,165718,5.07,2.52
3,64,292926,146387,17.87,8.93
3,256,289192,144561,70.60,35.29
3,512,312124,155969,152.40,76.15
3,1024,315434,157798,308.04,154.09
