Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,203898,101925,3.11,1.55
1,64,244654,122199,14.93,7.45
1,256,258644,129347,63.14,31.57
1,512,204940,102376,100.06,49.98
1,1024,194844,97606,190.27,95.31
2,16,221332,110639,3.37,1.68
2,64,149192,75919,9.10,4.63
2,256,268000,133593,65.42,32.61
2,512,254914,126896,124.46,61.96
2,1024,239566,119523,233.95,116.72
3,16,282318,141109,4.30,2.15
3,64,242726,121177,14.81,7.39
3,256,295488,147679,72.14,36.05
3,512,198968,99626,97.15,48.64
3,1024,239568,119974,233.95,117.16
