Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,684116,684111,10.43,10.43
1,64,672957,672738,41.07,41.06
1,256,246840,246759,60.26,60.24
1,512,128137,128044,62.56,62.52
1,1024,65874,65834,64.33,64.29
1,4096,16805,16798,65.64,65.61
1,16384,4224,4222,66.00,65.96
1,65536,1056,1056,66.00,66.00
2,16,696726,696720,10.63,10.63
2,64,688972,688878,42.05,42.04
2,256,247365,247281,60.39,60.37
2,512,128108,128098,62.55,62.54
2,1024,65747,65726,64.20,64.18
2,4096,16807,16800,65.65,65.62
2,16384,4224,4222,66.00,65.96
2,65536,1056,1056,66.00,66.00
3,16,703857,703848,10.74,10.73
3,64,693914,693851,42.35,42.34
3,256,247218,247114,60.35,60.33
3,512,128098,128053,62.54,62.52
3,1024,65844,65826,64.30,64.28
3,4096,16808,16801,65.65,65.62
3,16384,4224,4222,66.00,65.96
3,65536,1056,1056,66.00,66.00
