Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,532391,532168,8.12,8.12
1,64,478324,478199,29.19,29.18
1,256,400944,400865,97.88,97.86
1,512,313020,312979,152.84,152.82
1,1024,207959,207938,203.08,203.06
1,4096,79094,79088,308.96,308.93
1,16384,23476,23475,366.81,366.79
1,65536,6714,6713,419.62,419.56
2,16,532600,532397,8.12,8.12
2,64,494952,494867,30.20,30.20
2,256,391162,391115,95.49,95.48
2,512,311730,311690,152.21,152.19
2,1024,208655,208641,203.76,203.75
2,4096,78314,78309,305.91,305.89
2,16384,22535,22533,352.10,352.07
2,65536,6534,6534,408.37,408.37
3,16,519003,518831,7.91,7.91
3,64,488771,488629,29.83,29.82
3,256,395650,395585,96.59,96.57
3,512,299824,299796,146.39,146.38
3,1024,204033,204009,199.25,199.22
3,4096,75894,75890,296.46,296.44
3,16384,21820,21819,340.93,340.92
3,65536,4994,4993,312.12,312.06
