Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,782560,782411,11.94,11.93
1,64,732274,732157,44.69,44.68
1,256,580421,580359,141.70,141.68
1,512,454028,453996,221.69,221.67
1,1024,318418,318396,310.95,310.93
1,4096,118560,118554,463.12,463.10
1,16384,33414,33412,522.09,522.06
1,65536,7452,7451,465.75,465.68
2,16,787546,787257,12.01,12.01
2,64,732024,731884,44.67,44.67
2,256,579652,579589,141.51,141.50
2,512,456620,456579,222.95,222.93
2,1024,313313,313297,305.96,305.95
2,4096,118284,118278,462.04,462.02
2,16384,32209,32208,503.26,503.25
2,65536,9137,9137,571.06,571.06
3,16,787345,787194,12.01,12.01
3,64,728801,728700,44.48,44.47
3,256,582379,582321,142.18,142.16
3,512,375828,375813,183.50,183.50
3,1024,62013,61969,60.55,60.51
3,4096,16056,16043,62.71,62.66
3,16384,6162,6160,96.28,96.25
3,65536,1479,1480,92.43,92.50
