Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,682116,682112,10.40,10.40
1,64,653861,653022,39.90,39.85
1,256,594371,594093,145.11,145.04
1,512,466709,466701,227.88,227.88
1,1024,334693,334676,326.84,326.83
1,4096,113297,113293,442.56,442.55
1,16384,25903,25902,404.73,404.71
1,65536,8979,8978,561.18,561.12
2,16,698105,697854,10.65,10.64
2,64,652810,652807,39.84,39.84
2,256,586539,586536,143.19,143.19
2,512,475878,475608,232.36,232.23
2,1024,332074,332058,324.29,324.27
2,4096,111618,111613,436.00,435.98
2,16384,26364,26363,411.93,411.92
2,65536,9031,9031,564.43,564.43
3,16,677126,677123,10.33,10.33
3,64,669842,669839,40.88,40.88
3,256,588003,587982,143.55,143.55
3,512,487554,487529,238.06,238.05
3,1024,352542,352464,344.27,344.20
3,4096,113714,113707,444.19,444.16
3,16384,29725,29724,464.45,464.43
3,65536,9071,9070,566.93,566.87
