Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,969878,969689,14.79,14.79
1,64,905700,905594,55.27,55.27
1,256,737891,737788,180.14,180.12
1,512,609497,609427,297.60,297.57
1,1024,398737,398705,389.39,389.36
1,4096,100094,100087,390.99,390.96
1,16384,25160,25156,393.12,393.06
1,65536,6298,6297,393.62,393.56
2,16,970859,970556,14.81,14.80
2,64,912220,912012,55.67,55.66
2,256,740877,740823,180.87,180.86
2,512,606345,606316,296.06,296.05
2,1024,399170,399141,389.81,389.78
2,4096,100101,100094,391.01,390.99
2,16384,25160,25157,393.12,393.07
2,65536,6298,6298,393.62,393.62
3,16,973198,972922,14.84,14.84
3,64,905255,905107,55.25,55.24
3,256,743072,743005,181.41,181.39
3,512,604913,604858,295.36,295.34
3,1024,398826,398794,389.47,389.44
3,4096,100096,100081,391.00,390.94
3,16384,25159,25154,393.10,393.03
3,65536,6299,6298,393.68,393.62
