Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,630961,630914,9.62,9.62
1,64,608629,607425,37.14,37.07
1,256,508434,508118,124.12,124.05
1,512,451694,451455,220.55,220.43
1,1024,354274,303754,345.97,296.63
1,4096,142137,142129,555.22,555.19
1,16384,27794,27789,434.28,434.20
1,65536,4689,4688,293.06,293.00
2,16,662497,662217,10.10,10.10
2,64,590342,590084,36.03,36.01
2,256,404344,404083,98.71,98.65
2,512,312452,312451,152.56,152.56
2,1024,206895,206817,202.04,201.96
2,4096,61631,61623,240.74,240.71
2,16384,14513,14510,226.76,226.71
2,65536,3207,3206,200.43,200.37
3,16,680877,680746,10.38,10.38
3,64,545702,545430,33.30,33.29
3,256,357053,356898,87.17,87.13
3,512,241022,240871,117.68,117.61
3,1024,159586,159543,155.84,155.80
3,4096,46555,46547,181.85,181.82
3,16384,11245,11249,175.70,175.76
3,65536,2592,2592,162.00,162.00
