Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,548534,548258,8.36,8.36
1,64,528492,528261,32.25,32.24
1,256,436783,436721,106.63,106.62
1,512,370619,370595,180.96,180.95
1,1024,276131,276113,269.65,269.64
1,4096,108614,108609,424.27,424.25
1,16384,28602,28600,446.90,446.87
1,65536,6317,6316,394.81,394.75
2,16,540403,539943,8.24,8.23
2,64,496954,496871,30.33,30.32
2,256,380524,380478,92.90,92.89
2,512,300467,300429,146.71,146.69
2,1024,201363,201333,196.64,196.61
2,4096,71757,71750,280.30,280.27
2,16384,18998,18996,296.84,296.81
2,65536,4370,4370,273.12,273.12
3,16,523809,523260,7.99,7.98
3,64,479164,479001,29.24,29.23
3,256,350516,350458,85.57,85.56
3,512,260129,260074,127.01,126.98
3,1024,171493,171474,167.47,167.45
3,4096,60134,60125,234.89,234.86
3,16384,15140,15139,236.56,236.54
3,65536,3626,3626,226.62,226.62
