Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,355204,355053,5.41,5.41
1,64,399563,399381,24.38,24.37
1,256,288841,288795,70.51,70.50
1,512,261949,261913,127.90,127.88
1,1024,201394,201377,196.67,196.65
1,4096,74367,74358,290.49,290.46
1,16384,23088,23084,360.75,360.68
1,65536,4902,4901,306.37,306.31
2,16,405750,405474,6.19,6.18
2,64,353448,353330,21.57,21.56
2,256,283050,282993,69.10,69.09
2,512,222204,222164,108.49,108.47
2,1024,156273,156236,152.61,152.57
2,4096,58052,58042,226.76,226.72
2,16384,15886,15883,248.21,248.17
2,65536,3875,3874,242.18,242.12
3,16,359229,359072,5.48,5.47
3,64,341164,341033,20.82,20.81
3,256,256784,256715,62.69,62.67
3,512,185592,185557,90.62,90.60
3,1024,137834,137807,134.60,134.57
3,4096,6043,6028,23.60,23.54
3,16384,3051,973,47.67,15.20
3,65536,314,262,19.62,16.37
