Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,540564,540402,8.24,8.24
1,64,526267,526150,32.12,32.11
1,256,445525,445479,108.77,108.75
1,512,372472,372429,181.87,181.85
1,1024,271936,271923,265.56,265.54
1,4096,114267,114258,446.35,446.32
1,16384,28891,28890,451.42,451.40
1,65536,6116,6115,382.25,382.18
2,16,534492,534174,8.15,8.15
2,64,493853,493755,30.14,30.13
2,256,383525,383473,93.63,93.62
2,512,295986,295953,144.52,144.50
2,1024,200992,200975,196.28,196.26
2,4096,71986,71980,281.19,281.17
2,16384,19118,19116,298.71,298.68
2,65536,4510,4510,281.87,281.87
3,16,525912,525612,8.02,8.02
3,64,478068,477943,29.17,29.17
3,256,353007,352965,86.18,86.17
3,512,262821,262785,128.33,128.31
3,1024,172730,172706,168.68,168.65
3,4096,57854,57849,225.99,225.97
3,16384,15477,15476,241.82,241.81
3,65536,3745,3745,234.06,234.06
