Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,402572,402401,6.14,6.14
1,64,358570,358453,21.88,21.87
1,256,319323,319275,77.95,77.94
1,512,235247,235221,114.86,114.85
1,1024,195710,195689,191.12,191.10
1,4096,72481,72476,283.12,283.10
1,16384,20691,20689,323.29,323.26
1,65536,5094,5094,318.37,318.37
2,16,409753,409550,6.25,6.24
2,64,346340,346205,21.13,21.13
2,256,281064,281011,68.61,68.60
2,512,229168,229145,111.89,111.88
2,1024,161792,161777,158.00,157.98
2,4096,61375,61368,239.74,239.71
2,16384,15737,15736,245.89,245.87
2,65536,4023,4022,251.43,251.37
3,16,372694,372500,5.68,5.68
3,64,394494,394418,24.07,24.07
3,256,272341,272284,66.48,66.47
3,512,208814,208786,101.95,101.94
3,1024,140226,140211,136.93,136.92
3,4096,47493,47488,185.51,185.50
3,16384,13127,13125,205.10,205.07
3,65536,3259,3258,203.68,203.62
