Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,774140,773948,11.81,11.80
1,64,745145,745048,45.48,45.47
1,256,635953,635869,155.26,155.24
1,512,533884,533843,260.68,260.66
1,1024,388695,388677,379.58,379.56
1,4096,144741,144735,565.39,565.37
1,16384,28770,28769,449.53,449.51
1,65536,4832,4832,302.00,302.00
2,16,725642,725335,11.07,11.06
2,64,644225,644142,39.32,39.31
2,256,448208,448166,109.42,109.41
2,512,316309,316301,154.44,154.44
2,1024,202902,202894,198.14,198.13
2,4096,61569,61562,240.50,240.47
2,16384,14858,14856,232.15,232.12
2,65536,3211,3212,200.68,200.75
3,16,684157,683925,10.43,10.43
3,64,591867,591758,36.12,36.11
3,256,378266,378217,92.35,92.33
3,512,254521,254467,124.27,124.25
3,1024,156314,156343,152.65,152.67
3,4096,46066,46060,179.94,179.92
3,16384,11327,11331,176.98,177.04
3,65536,2599,2599,162.43,162.43
