Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,786198,786038,11.99,11.99
1,64,746560,746426,45.56,45.55
1,256,655769,655727,160.09,160.08
1,512,544852,544826,266.04,266.02
1,1024,419622,419601,409.78,409.76
1,4096,116422,116176,454.77,453.81
1,16384,29402,29382,459.40,459.09
1,65536,7231,7219,451.93,451.18
2,16,756724,756468,11.54,11.54
2,64,718930,718830,43.88,43.87
2,256,557786,557742,136.17,136.16
2,512,432030,431994,210.95,210.93
2,1024,296466,296443,289.51,289.49
2,4096,80133,80127,313.01,312.99
2,16384,18743,18742,292.85,292.84
2,65536,5235,5089,327.18,318.06
3,16,735381,735104,11.22,11.21
3,64,672182,672083,41.02,41.02
3,256,486340,486296,118.73,118.72
3,512,357002,356954,174.31,174.29
3,1024,229058,229026,223.68,223.65
3,4096,63455,63451,247.87,247.85
3,16384,18764,17752,293.18,277.37
3,65536,3706,3704,231.62,231.50
