Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,663583,663579,10.12,10.12
1,64,659638,659636,40.26,40.26
1,256,615051,615050,150.15,150.15
1,512,515541,514806,251.72,251.37
1,1024,376540,376524,367.71,367.69
1,4096,101370,101364,395.97,395.95
1,16384,25159,25157,393.10,393.07
1,65536,6299,6299,393.68,393.68
2,16,639731,639729,9.76,9.76
2,64,631278,631275,38.53,38.52
2,256,572456,572217,139.75,139.70
2,512,495633,495615,242.00,241.99
2,1024,366187,366061,357.60,357.48
2,4096,101746,101735,397.44,397.40
2,16384,25159,25158,393.10,393.09
2,65536,6299,6299,393.68,393.68
3,16,651409,651407,9.93,9.93
3,64,662175,662172,40.41,40.41
3,256,585418,585417,142.92,142.92
3,512,529255,528560,258.42,258.08
3,1024,394807,394770,385.55,385.51
3,4096,100120,100113,391.09,391.06
3,16384,25157,25155,393.07,393.04
3,65536,6299,6299,393.68,393.68
