Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,653482,653480,9.97,9.97
1,64,641854,641852,39.17,39.17
1,256,600110,600108,146.51,146.51
1,512,487135,487100,237.85,237.84
1,1024,336183,336154,328.30,328.27
1,4096,101592,101589,396.84,396.83
1,16384,24905,24904,389.14,389.12
1,65536,8320,8320,520.00,520.00
2,16,639641,639638,9.76,9.76
2,64,656963,656961,40.09,40.09
2,256,597499,597461,145.87,145.86
2,512,494441,494403,241.42,241.40
2,1024,336656,336636,328.76,328.74
2,4096,100003,99999,390.63,390.62
2,16384,24782,24781,387.21,387.20
2,65536,8163,8162,510.18,510.12
3,16,698693,698693,10.66,10.66
3,64,681589,681408,41.60,41.58
3,256,604212,604211,147.51,147.51
3,512,503222,502709,245.71,245.46
3,1024,325467,325455,317.83,317.82
3,4096,104636,104631,408.73,408.71
3,16384,25683,25682,401.29,401.28
3,65536,7731,7731,483.18,483.18
