Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,985288,985067,15.03,15.03
1,64,923503,923381,56.36,56.35
1,256,750526,750470,183.23,183.22
1,512,593816,593767,289.94,289.92
1,1024,398931,398900,389.58,389.55
1,4096,100090,100081,390.97,390.94
1,16384,25157,25155,393.07,393.04
1,65536,6299,6298,393.68,393.62
2,16,989638,989452,15.10,15.09
2,64,925851,925638,56.50,56.49
2,256,700096,700021,170.92,170.90
2,512,604353,604302,295.09,295.06
2,1024,398645,398621,389.30,389.27
2,4096,100090,100082,390.97,390.94
2,16384,25159,25157,393.10,393.07
2,65536,6299,6298,393.68,393.62
3,16,1000766,1000575,15.27,15.26
3,64,922423,922306,56.30,56.29
3,256,746244,746161,182.18,182.16
3,512,626874,626830,306.09,306.06
3,1024,398940,398905,389.58,389.55
3,4096,100096,100080,391.00,390.93
3,16384,25156,25154,393.06,393.03
3,65536,6299,6298,393.68,393.62
