Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,564180,563941,8.60,8.60
1,64,510699,510609,31.17,31.16
1,256,400805,400769,97.85,97.84
1,512,314517,314486,153.57,153.55
1,1024,215835,215816,210.77,210.75
1,4096,77277,77272,301.86,301.84
1,16384,23329,23327,364.51,364.48
1,65536,6799,6799,424.93,424.93
2,16,561624,561436,8.56,8.56
2,64,529270,529165,32.30,32.29
2,256,383349,383298,93.59,93.57
2,512,317432,317376,154.99,154.96
2,1024,213901,213883,208.88,208.87
2,4096,75691,75682,295.66,295.63
2,16384,21429,21427,334.82,334.79
2,65536,7418,7417,463.62,463.56
3,16,561536,561398,8.56,8.56
3,64,512310,512217,31.26,31.26
3,256,401888,401838,98.11,98.10
3,512,314452,314402,153.54,153.51
3,1024,219018,218992,213.88,213.85
3,4096,73949,73942,288.86,288.83
3,16384,22109,22107,345.45,345.42
3,65536,2163,2162,135.18,135.12
