Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,992602,992209,15.14,15.13
1,64,924417,924226,56.42,56.41
1,256,752753,752699,183.77,183.76
1,512,605799,605775,295.80,295.78
1,1024,449423,449381,438.88,438.84
1,4096,149173,149148,582.70,582.60
1,16384,37738,37722,589.65,589.40
1,65536,9461,9458,591.31,591.12
2,16,979103,978976,14.93,14.93
2,64,925263,925065,56.47,56.46
2,256,736264,736181,179.75,179.73
2,512,606651,606575,296.21,296.17
2,1024,438890,438853,428.60,428.56
2,4096,149090,149035,582.38,582.16
2,16384,37725,37721,589.45,589.39
2,65536,9458,9456,591.12,591.00
3,16,983775,983179,15.01,15.00
3,64,922428,922348,56.30,56.29
3,256,744511,744450,181.76,181.75
3,512,601809,601771,293.85,293.83
3,1024,439599,439578,429.29,429.27
3,4096,145704,145662,569.15,568.99
3,16384,37723,37721,589.42,589.39
3,65536,9457,9457,591.06,591.06
