Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,342580,171288,5.22,2.61
1,64,337076,168435,20.57,10.28
1,256,327880,163541,80.04,39.92
1,512,353066,178375,172.39,87.09
1,1024,302024,151200,294.94,147.65
2,16,356396,177340,5.43,2.70
2,64,361416,178833,22.05,10.91
2,256,339994,177766,83.00,43.39
2,512,343106,167619,167.53,81.84
2,1024,272192,135937,265.81,132.75
3,16,349358,174874,5.33,2.66
3,64,338592,169307,20.66,10.33
3,256,333120,166435,81.32,40.63
3,512,343902,167055,167.92,81.56
3,1024,285988,142532,279.28,139.19
