Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,322648,161324,4.92,2.46
1,64,347708,173843,21.22,10.61
1,256,304706,152362,74.39,37.19
1,512,321012,160309,156.74,78.27
1,1024,324198,161747,316.59,157.95
2,16,329006,164713,5.02,2.51
2,64,311910,156008,19.03,9.52
2,256,308818,154445,75.39,37.70
2,512,307504,153726,150.14,75.06
2,1024,328132,164050,320.44,160.20
3,16,330752,165460,5.04,2.52
3,64,326960,163588,19.95,9.98
3,256,338002,167845,82.52,40.97
3,512,323050,161434,157.73,78.82
3,1024,304398,152485,297.26,148.91
