Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,259128,129656,3.95,1.97
1,64,256758,128514,15.67,7.84
1,256,257648,128818,62.90,31.44
1,512,265410,133307,129.59,65.09
1,1024,267356,133823,261.08,130.68
2,16,280972,139315,4.28,2.12
2,64,262968,131488,16.05,8.02
2,256,203624,101452,49.71,24.76
2,512,249422,124910,121.78,60.99
2,1024,272056,136237,265.67,133.04
3,16,270616,135290,4.12,2.06
3,64,210682,105274,12.85,6.42
3,256,246952,123491,60.29,30.14
3,512,207966,103856,101.54,50.71
3,1024,208364,104413,203.48,101.96
