Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,345882,180445,5.27,2.75
1,64,349322,207844,21.32,12.68
1,256,335286,174443,81.85,42.58
1,512,327454,164420,159.88,80.28
1,1024,309550,154728,302.29,151.10
2,16,346254,182464,5.28,2.78
2,64,351570,175171,21.45,10.69
2,256,352222,179632,85.99,43.85
2,512,360896,180866,176.21,88.31
2,1024,316856,158508,309.42,154.79
3,16,324184,162259,4.94,2.47
3,64,358954,189569,21.90,11.57
3,256,361016,186996,88.13,45.65
3,512,329820,165243,161.04,80.68
3,1024,293054,146413,286.18,142.98
