Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,340702,170306,5.19,2.59
1,64,317068,158468,19.35,9.67
1,256,336944,168378,82.26,41.10
1,512,320686,160398,156.58,78.31
1,1024,318262,159426,310.80,155.68
2,16,343624,171845,5.24,2.62
2,64,342346,171111,20.89,10.44
2,256,324642,162303,79.25,39.62
2,512,331800,166078,162.01,81.09
2,1024,312658,156307,305.33,152.64
3,16,336636,168500,5.13,2.57
3,64,331906,165868,20.25,10.12
3,256,307656,153756,75.11,37.53
3,512,328392,164088,160.34,80.12
3,1024,325888,162949,318.25,159.12
