Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,179320,89546,2.73,1.36
1,64,265610,133004,16.21,8.11
1,256,202910,101160,49.53,24.69
1,512,208198,103936,101.65,50.75
1,1024,277922,139869,271.40,136.59
2,16,257324,128920,3.92,1.96
2,64,216134,108049,13.19,6.59
2,256,260628,130681,63.62,31.90
2,512,194544,97272,94.99,47.49
2,1024,284972,142488,278.29,139.14
3,16,280108,140970,4.27,2.15
3,64,210510,105503,12.84,6.43
3,256,286668,143244,69.98,34.97
3,512,215530,107661,105.23,52.56
3,1024,205137,102219,200.32,99.82
