Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,330700,165500,5.04,2.52
1,64,328358,165300,20.04,10.08
1,256,319514,159719,78.00,38.99
1,512,332876,166532,162.53,81.31
1,1024,315686,158024,308.28,154.32
2,16,324554,162566,4.95,2.48
2,64,306338,153037,18.69,9.34
2,256,316858,158376,77.35,38.66
2,512,318300,159146,155.41,77.70
2,1024,327732,163554,320.05,159.72
3,16,346538,173109,5.28,2.64
3,64,320682,160273,19.57,9.78
3,256,324088,162019,79.12,39.55
3,512,329208,164957,160.74,80.54
3,1024,331120,165229,323.35,161.35
