Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,343760,171887,5.24,2.62
1,64,342038,170904,20.87,10.43
1,256,328450,164315,80.18,40.11
1,512,343994,171686,167.96,83.83
1,1024,318866,159624,311.39,155.88
2,16,324160,162139,4.94,2.47
2,64,351504,175750,21.45,10.72
2,256,333036,166534,81.30,40.65
2,512,339080,169563,165.56,82.79
2,1024,321326,160471,313.79,156.70
3,16,336674,168351,5.13,2.56
3,64,337874,168267,20.62,10.27
3,256,330950,165663,80.79,40.44
3,512,330450,165276,161.35,80.70
3,1024,328962,164404,321.25,160.55
