Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,343364,171643,5.23,2.61
1,64,343230,171518,20.94,10.46
1,256,335276,167606,81.85,40.91
1,512,348140,174046,169.99,84.98
1,1024,331850,165934,324.07,162.04
2,16,344494,172290,5.25,2.62
2,64,330472,165311,20.17,10.08
2,256,335506,167829,81.91,40.97
2,512,344528,172285,168.22,84.12
2,1024,331912,165961,324.13,162.07
3,16,344570,172408,5.25,2.63
3,64,335668,167794,20.48,10.24
3,256,333510,166782,81.42,40.71
3,512,332066,166036,162.14,81.07
3,1024,329896,165052,322.16,161.18
