Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,332518,166252,5.07,2.53
1,64,348894,174530,21.29,10.65
1,256,332328,166183,81.13,40.57
1,512,349696,179252,170.75,87.52
1,1024,276282,137214,269.80,133.99
2,16,341580,170951,5.21,2.60
2,64,336650,168590,20.54,10.28
2,256,340236,165800,83.06,40.47
2,512,349430,175993,170.62,85.93
2,1024,283772,141636,277.12,138.31
3,16,342212,173671,5.22,2.65
3,64,349361,174861,21.32,10.67
3,256,344526,172462,84.11,42.10
3,512,354632,179703,173.16,87.74
3,1024,272038,136206,265.66,133.01
