Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,343604,171728,5.24,2.62
1,64,314092,156988,19.17,9.58
1,256,332599,166104,81.20,40.55
1,512,306968,153437,149.88,74.92
1,1024,320712,160280,313.19,156.52
2,16,326260,163135,4.97,2.48
2,64,327944,163894,20.01,10.00
2,256,333142,166535,81.33,40.65
2,512,333794,166915,162.98,81.50
2,1024,312368,156210,305.04,152.54
3,16,333106,166553,5.08,2.54
3,64,340024,169987,20.75,10.37
3,256,330878,165340,80.78,40.36
3,512,305350,152690,149.09,74.55
3,1024,324812,162370,317.19,158.56
