Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,269382,134800,4.11,2.05
1,64,268660,134715,16.39,8.22
1,256,249908,125010,61.01,30.52
1,512,254906,127382,124.46,62.19
1,1024,252084,126073,246.17,123.11
2,16,249044,124540,3.80,1.90
2,64,260204,130136,15.88,7.94
2,256,203418,101206,49.66,24.70
2,512,262032,130721,127.94,63.82
2,1024,250456,125592,244.58,122.64
3,16,271441,135466,4.14,2.06
3,64,267309,132999,16.31,8.11
3,256,257518,128745,62.87,31.43
3,512,255164,127666,124.59,62.33
3,1024,293004,146448,286.13,143.01
