Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,329124,164678,5.02,2.51
1,64,350454,197603,21.39,12.06
1,256,364914,187266,89.09,45.71
1,512,332026,166074,162.12,81.09
1,1024,266014,133598,259.77,130.46
2,16,336198,168140,5.12,2.56
2,64,323572,161561,19.74,9.86
2,256,338764,159945,82.70,39.04
2,512,354398,176728,173.04,86.29
2,1024,315652,157952,308.25,154.25
3,16,334958,169494,5.11,2.58
3,64,362016,194324,22.09,11.86
3,256,344180,179328,84.02,43.78
3,512,352544,176993,172.14,86.42
3,1024,266706,133696,260.45,130.56
