Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,691079,690523,10.54,10.53
1,64,700957,700952,42.78,42.78
1,256,619845,619325,151.32,151.20
1,512,493586,493516,241.00,240.97
1,1024,335807,335804,327.93,327.93
1,4096,106001,105995,414.06,414.04
1,16384,26332,26331,411.43,411.42
1,65536,8761,8761,547.56,547.56
2,16,720544,720538,10.99,10.99
2,64,667860,667855,40.76,40.76
2,256,630035,628964,153.81,153.55
2,512,473276,473234,231.09,231.07
2,1024,335522,335479,327.65,327.61
2,4096,107370,107363,419.41,419.38
2,16384,26192,26190,409.25,409.21
2,65536,8875,8875,554.68,554.68
3,16,692970,692966,10.57,10.57
3,64,666157,666153,40.65,40.65
3,256,604028,604023,147.46,147.46
3,512,469017,468986,229.01,228.99
3,1024,326443,326417,318.79,318.76
3,4096,107499,107494,419.91,419.89
3,16384,27111,27110,423.60,423.59
3,65536,8939,8939,558.68,558.68
