Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,786874,786687,12.00,12.00
1,64,728931,728848,44.49,44.48
1,256,588885,588825,143.77,143.75
1,512,466739,466705,227.89,227.88
1,1024,323959,323937,316.36,316.34
1,4096,122380,122374,478.04,478.02
1,16384,35637,35635,556.82,556.79
1,65536,9324,9323,582.75,582.68
2,16,788048,787911,12.02,12.02
2,64,734674,734559,44.84,44.83
2,256,591150,591104,144.32,144.31
2,512,443169,443142,216.39,216.37
2,1024,318990,318975,311.51,311.49
2,4096,123380,123373,481.95,481.92
2,16384,34574,34567,540.21,540.10
2,65536,9325,9324,582.81,582.75
3,16,776626,776453,11.85,11.84
3,64,729453,729269,44.52,44.51
3,256,587337,587288,143.39,143.38
3,512,459147,459113,224.19,224.17
3,1024,339499,339480,331.54,331.52
3,4096,124589,124576,486.67,486.62
3,16384,35572,35570,555.81,555.78
3,65536,9366,9366,585.37,585.37
