Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,579513,579369,8.84,8.84
1,64,493604,493498,30.12,30.12
1,256,396622,396575,96.83,96.82
1,512,305680,305645,149.25,149.24
1,1024,204575,204557,199.78,199.76
1,4096,71637,71631,279.83,279.80
1,16384,20690,20688,323.28,323.25
1,65536,7254,7254,453.37,453.37
2,16,574763,574593,8.77,8.76
2,64,516709,516630,31.53,31.53
2,256,402701,402665,98.31,98.30
2,512,318628,318601,155.58,155.56
2,1024,230792,230772,225.38,225.36
2,4096,83663,83659,326.80,326.79
2,16384,24850,24849,388.28,388.26
2,65536,7098,7097,443.62,443.56
3,16,545499,545369,8.32,8.32
3,64,521757,521619,31.84,31.83
3,256,396933,396886,96.90,96.89
3,512,325221,325193,158.79,158.78
3,1024,216805,216791,211.72,211.70
3,4096,77625,77621,303.22,303.20
3,16384,22562,22561,352.53,352.51
3,65536,7103,7102,443.93,443.87
