Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,962042,961717,14.67,14.67
1,64,902005,901899,55.05,55.04
1,256,744066,743983,181.65,181.63
1,512,603610,603564,294.73,294.70
1,1024,398976,398943,389.62,389.59
1,4096,100103,100096,391.02,391.00
1,16384,25160,25157,393.12,393.07
1,65536,6299,6298,393.68,393.62
2,16,959187,958812,14.63,14.63
2,64,901951,901761,55.05,55.03
2,256,740880,740812,180.87,180.86
2,512,578462,578366,282.45,282.40
2,1024,399040,398999,389.68,389.64
2,4096,100097,100089,391.00,390.97
2,16384,25161,25159,393.14,393.10
2,65536,6299,6298,393.68,393.62
3,16,953864,953679,14.55,14.55
3,64,896401,896258,54.71,54.70
3,256,733112,733050,178.98,178.96
3,512,618681,618666,302.09,302.08
3,1024,399060,399028,389.70,389.67
3,4096,100099,100092,391.01,390.98
3,16384,25160,25157,393.12,393.07
3,65536,6299,6298,393.68,393.62
