Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,713261,712658,10.88,10.87
1,64,700277,699716,42.74,42.70
1,256,247152,247007,60.33,60.30
1,512,128131,128080,62.56,62.53
1,1024,65844,65823,64.30,64.28
1,4096,16808,16800,65.65,65.62
1,16384,4223,4222,65.98,65.96
1,65536,1056,1056,66.00,66.00
2,16,713615,713610,10.88,10.88
2,64,699247,698924,42.67,42.65
2,256,246787,246719,60.25,60.23
2,512,128156,128120,62.57,62.55
2,1024,65853,65831,64.30,64.28
2,4096,16807,16800,65.65,65.62
2,16384,4224,4222,66.00,65.96
2,65536,1056,1056,66.00,66.00
3,16,724398,724392,11.05,11.05
3,64,687539,686645,41.96,41.90
3,256,246420,246339,60.16,60.14
3,512,128153,128074,62.57,62.53
3,1024,65856,65836,64.31,64.29
3,4096,16806,16800,65.64,65.62
3,16384,4224,4223,66.00,65.98
3,65536,1056,1056,66.00,66.00
