Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,564313,564164,8.61,8.60
1,64,519206,519113,31.68,31.68
1,256,403449,403398,98.49,98.48
1,512,312012,311978,152.34,152.33
1,1024,217359,217339,212.26,212.24
1,4096,79617,79611,311.00,310.98
1,16384,22507,22506,351.67,351.65
1,65536,6451,6451,403.18,403.18
2,16,553265,553059,8.44,8.43
2,64,497626,497508,30.37,30.36
2,256,400699,400617,97.82,97.80
2,512,323300,323263,157.86,157.84
2,1024,217992,217963,212.88,212.85
2,4096,82350,82345,321.67,321.66
2,16384,23511,23509,367.35,367.32
2,65536,6657,6656,416.06,416.00
3,16,550351,550146,8.39,8.39
3,64,498111,498008,30.40,30.39
3,256,392332,392280,95.78,95.77
3,512,342536,342492,167.25,167.23
3,1024,213609,213572,208.60,208.56
3,4096,75542,75532,295.08,295.04
3,16384,22173,22171,346.45,346.42
3,65536,3459,3458,216.18,216.12
