Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,793545,793416,12.10,12.10
1,64,751648,751529,45.87,45.86
1,256,607658,607621,148.35,148.34
1,512,487405,487374,237.99,237.97
1,1024,368817,368794,360.17,360.15
1,4096,138131,138122,539.57,539.53
1,16384,37382,37378,584.09,584.03
1,65536,9455,9454,590.93,590.87
2,16,798392,798231,12.18,12.18
2,64,749144,749077,45.72,45.72
2,256,602400,602358,147.07,147.06
2,512,510133,510103,249.08,249.07
2,1024,362046,362028,353.56,353.54
2,4096,144415,144409,564.12,564.09
2,16384,36963,36962,577.54,577.53
2,65536,9450,9449,590.62,590.56
3,16,797498,797211,12.16,12.16
3,64,745892,745776,45.52,45.51
3,256,623116,623075,152.12,152.11
3,512,509728,509689,248.89,248.87
3,1024,361421,361406,352.95,352.93
3,4096,141929,141920,554.41,554.37
3,16384,37473,37470,585.51,585.46
3,65536,9449,9449,590.56,590.56
