Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,701359,701354,10.70,10.70
1,64,693844,693839,42.34,42.34
1,256,609444,609441,148.79,148.78
1,512,456569,456458,222.93,222.87
1,1024,356720,328162,348.35,320.47
1,4096,100040,100032,390.78,390.75
1,16384,25161,25159,393.14,393.10
1,65536,6299,6299,393.68,393.68
2,16,704946,704942,10.75,10.75
2,64,670477,670469,40.92,40.92
2,256,600205,600202,146.53,146.53
2,512,485330,371983,236.97,181.63
2,1024,345474,344940,337.37,336.85
2,4096,101786,101778,397.60,397.57
2,16384,25163,25159,393.17,393.10
2,65536,6299,6298,393.68,393.62
3,16,710744,709890,10.84,10.83
3,64,676779,676775,41.30,41.30
3,256,606065,605013,147.96,147.70
3,512,455361,454637,222.34,221.99
3,1024,366818,366187,358.22,357.60
3,4096,101684,101664,397.20,397.12
3,16384,25159,25157,393.10,393.07
3,65536,6299,6298,393.68,393.62
