Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.09,0.21,0.22,0.23,0.24,10,0.00,0.00
1,16,100,0.07,0.08,0.14,0.14,0.15,100,0.00,0.00
1,16,1000,0.06,0.08,0.15,0.34,0.34,1000,0.01,0.01
1,16,5000,0.06,0.20,0.32,0.33,0.33,4999,0.07,0.07
1,16,10000,0.07,0.20,0.21,0.27,0.28,9994,0.15,0.15
1,16,50000,0.07,0.39,0.41,0.46,0.47,49870,0.76,0.76
1,16,100000,0.08,0.37,0.57,0.63,0.77,99475,1.51,1.51
1,16,250000,0.09,0.62,0.67,0.84,4.91,246665,3.76,3.76
1,16,500000,0.14,0.94,1.07,1.58,21.83,486597,7.42,7.42
2,16,10,0.09,0.28,0.28,0.29,0.29,10,0.00,0.00
2,16,100,0.07,0.08,0.09,0.15,0.15,100,0.00,0.00
2,16,1000,0.06,0.13,0.14,0.33,0.33,1000,0.01,0.01
2,16,5000,0.07,0.15,0.20,0.40,0.40,4999,0.07,0.07
2,16,10000,0.06,0.16,0.21,0.27,0.28,9995,0.15,0.15
2,16,50000,0.07,0.39,0.40,0.41,0.43,49871,0.76,0.76
2,16,100000,0.08,0.37,0.45,0.48,0.65,99476,1.51,1.51
2,16,250000,0.14,0.58,0.63,0.68,5.35,246659,3.76,3.76
2,16,500000,0.20,1.08,1.11,2.21,21.79,486662,7.42,7.42
3,16,10,0.08,0.09,0.11,0.15,0.16,10,0.00,0.00
3,16,100,0.07,0.08,0.08,0.09,0.10,100,0.00,0.00
3,16,1000,0.06,0.13,0.15,0.33,0.33,1000,0.01,0.01
3,16,5000,0.06,0.19,0.20,0.33,0.33,4999,0.07,0.07
3,16,10000,0.06,0.19,0.20,0.33,0.33,9995,0.15,0.15
3,16,50000,0.07,0.25,0.26,0.28,0.38,49871,0.76,0.76
3,16,100000,0.12,0.34,0.35,0.40,0.59,99478,1.51,1.51
3,16,250000,0.13,0.60,0.65,0.69,4.95,246640,3.76,3.76
