Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,1039636,1039407,15.86,15.86
1,64,967690,967434,59.06,59.04
1,256,801652,801537,195.71,195.68
1,512,636153,636112,310.62,310.60
1,1024,492992,492959,481.43,481.40
1,4096,169074,169068,660.44,660.42
1,16384,51268,51266,801.06,801.03
1,65536,12851,12850,803.18,803.12
2,16,1038911,1038472,15.85,15.84
2,64,962404,962236,58.74,58.73
2,256,793563,793509,193.74,193.72
2,512,627324,627276,306.31,306.28
2,1024,491279,491234,479.76,479.72
2,4096,168776,168769,659.28,659.25
2,16384,50130,50128,783.28,783.25
2,65536,13345,13345,834.06,834.06
3,16,1021475,1021186,15.58,15.58
3,64,961944,961830,58.71,58.70
3,256,781893,781854,190.89,190.88
3,512,663052,662964,323.75,323.71
3,1024,454358,454334,443.70,443.68
3,4096,164358,164348,642.02,641.98
3,16384,7952,7951,124.25,124.23
3,65536,2456,2455,153.50,153.43
