Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,564927,564623,8.62,8.61
1,64,495439,495341,30.23,30.23
1,256,398248,398194,97.22,97.21
1,512,314241,314152,153.43,153.39
1,1024,213210,213185,208.21,208.18
1,4096,86537,86528,338.03,338.00
1,16384,19950,19948,311.71,311.68
1,65536,6471,6471,404.43,404.43
2,16,554140,553789,8.45,8.45
2,64,505359,505219,30.84,30.83
2,256,446875,446785,109.10,109.07
2,512,326085,326042,159.22,159.20
2,1024,211143,211126,206.19,206.17
2,4096,96491,96478,376.91,376.86
2,16384,23377,23373,365.26,365.20
2,65536,6855,6854,428.43,428.37
3,16,557241,557057,8.50,8.50
3,64,550189,549981,33.58,33.56
3,256,410186,410082,100.14,100.11
3,512,309345,309294,151.04,151.02
3,1024,215685,215654,210.62,210.59
3,4096,90212,90200,352.39,352.34
3,16384,27135,27132,423.98,423.93
3,65536,6592,6591,412.00,411.93
