Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,693581,693578,10.58,10.58
1,64,671072,671043,40.95,40.95
1,256,603858,603855,147.42,147.42
1,512,482668,482619,235.67,235.65
1,1024,318274,318252,310.81,310.79
1,4096,103061,103057,402.58,402.56
1,16384,28692,28690,448.31,448.28
1,65536,9143,9142,571.43,571.37
2,16,698505,698501,10.65,10.65
2,64,679525,679520,41.47,41.47
2,256,627703,627700,153.24,153.24
2,512,471574,471571,230.26,230.25
2,1024,317207,317187,309.77,309.75
2,4096,108762,108757,424.85,424.83
2,16384,25234,25233,394.28,394.26
2,65536,8848,8847,553.00,552.93
3,16,694572,694569,10.59,10.59
3,64,662344,662341,40.42,40.42
3,256,601629,601625,146.88,146.88
3,512,494869,494850,241.63,241.62
3,1024,329793,329763,322.06,322.03
3,4096,112736,112732,440.37,440.35
3,16384,28715,28714,448.67,448.65
3,65536,8951,8951,559.43,559.43
