Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,1022610,1022197,15.60,15.59
1,64,929638,929431,56.74,56.72
1,256,759541,759475,185.43,185.41
1,512,622249,622152,303.83,303.78
1,1024,398978,398950,389.62,389.59
1,4096,100089,100080,390.97,390.93
1,16384,25158,25155,393.09,393.04
1,65536,6299,6298,393.68,393.62
2,16,1006527,1006209,15.35,15.35
2,64,943174,942881,57.56,57.54
2,256,763763,763693,186.46,186.44
2,512,630319,630257,307.77,307.74
2,1024,398823,398807,389.47,389.45
2,4096,100104,100088,391.03,390.96
2,16384,25156,25154,393.06,393.03
2,65536,6298,6298,393.62,393.62
3,16,1027984,1027762,15.68,15.68
3,64,946188,945968,57.75,57.73
3,256,760316,760236,185.62,185.60
3,512,620184,620139,302.82,302.80
3,1024,398774,398739,389.42,389.39
3,4096,100097,100084,391.00,390.95
3,16384,25156,25153,393.06,393.01
3,65536,6298,6297,393.62,393.56
