Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,891872,891647,13.60,13.60
1,64,831599,831432,50.75,50.74
1,256,671500,671410,163.94,163.91
1,512,534801,534767,261.13,261.11
1,1024,369514,369491,360.85,360.83
1,4096,141095,141086,551.15,551.11
1,16384,39870,39869,622.96,622.95
1,65536,10780,10780,673.75,673.75
2,16,879370,879111,13.41,13.41
2,64,824444,824278,50.32,50.30
2,256,646879,646809,157.92,157.91
2,512,516236,516210,252.06,252.05
2,1024,362912,362887,354.40,354.38
2,4096,133065,133058,519.78,519.75
2,16384,36024,36022,562.87,562.84
2,65536,10539,10538,658.68,658.62
3,16,874607,874421,13.34,13.34
3,64,824376,824267,50.31,50.30
3,256,651272,651226,159.00,158.99
3,512,423283,423257,206.68,206.66
3,1024,367732,367704,359.11,359.08
3,4096,124603,124596,486.73,486.70
3,16384,38495,38494,601.48,601.46
3,65536,10579,10579,661.18,661.18
